Employer Reputation,SCORE,SCORE,H-index Citations,SCORE,SCORE,Citations per Paper,SCORE,SCORE,Academic Reputation,SCORE,SCORE,LOCATION,OVERALL SCORE,# RANK,# RANK,REGION,STARS,UNIVERSITY
"<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=31</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85</div></div>",23,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=21</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.2</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=35</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">48.3</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">28</span></div></div></div>",China (Mainland),"<div class=""td-wrap""><div class=""td-wrap-in"">68.5</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">26</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/wuhan-university"">Wuhan University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">88.8</div></div>",11,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">11</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.8</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">30</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.8</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">41.2</div></div>",39,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">39</span></div></div></div>",Mexico,"<div class=""td-wrap""><div class=""td-wrap-in"">68.3</div></div>",27,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">27</span></div></div></div>",Latin America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidad-nacional-autonoma-de-mexico-unam"">Universidad Nacional Autónoma de México  (UNAM)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">58.5</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">49</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">98.5</div></div>",4,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">4</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">95.2</div></div>",9,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=8</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">51.7</div></div>",24,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">24</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">67.3</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">28</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-colorado-boulder"">University of Colorado Boulder</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.8</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">41</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">100</div></div>",1,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">1</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">98.3</div></div>",1,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">1</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">38.3</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=43</span></div></div></div>",China (Mainland),"<div class=""td-wrap""><div class=""td-wrap-in"">66.9</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">29</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/nanjing-university"">Nanjing University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78.5</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">30</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">93.5</div></div>",9,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">9</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">97.7</div></div>",2,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">2</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">36.3</div></div>",47,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">47</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in"">66.8</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>30</span></div></div></div>",Oceania,6,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-adelaide"">The University of Adelaide</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">86.4</div></div>",15,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">15</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.7</div></div>",38,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">38</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">88.6</div></div>",32,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">32</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.8</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">41</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in"">66.8</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>30</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-newcastle-australia-uon"">The University of Newcastle, Australia (UON)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">55.3</div></div>",50,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">50</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">80.7</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">31</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">30</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61.3</div></div>",6,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">6</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">66.7</div></div>",32,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">32</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-utah"">University of Utah</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">58.7</div></div>",48,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">48</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">96.6</div></div>",6,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">6</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.1</div></div>",37,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">37</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.7</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>",China (Mainland),"<div class=""td-wrap""><div class=""td-wrap-in"">66.5</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>33</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/china-university-mining-technology"">China University of Mining and Technology</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">86.7</div></div>",14,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=13</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.4</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">29</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.2</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">42</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">38.4</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">42</span></div></div></div>",Brazil,"<div class=""td-wrap""><div class=""td-wrap-in"">66.5</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>33</span></div></div></div>",Latin America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidade-de-sao-paulo"">Universidade de São Paulo</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70.3</div></div>",44,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">44</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.1</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">43</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">91.6</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">26</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">51</div></div>",25,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">25</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in"">66</div></div>",35,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">35</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universite-laval"">Université Laval</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">79.9</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">26</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">79.5</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=33</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">84.5</div></div>",44,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">44</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">42.7</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">34</span></div></div></div>",Japan,"<div class=""td-wrap""><div class=""td-wrap-in"">65.7</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>36</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/kyushu-university"">Kyushu University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",32,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=31</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.8</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=41</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.2</div></div>",35,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=35</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">45.7</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">30</span></div></div></div>",Turkey,"<div class=""td-wrap""><div class=""td-wrap-in"">65.7</div></div>",37,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>36</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/middle-east-technical-university"">Middle East Technical University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">84.7</div></div>",16,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">16</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.3</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=44</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.9</div></div>",38,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=38</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">41.4</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=36</span></div></div></div>",Italy,"<div class=""td-wrap""><div class=""td-wrap-in"">65.6</div></div>",38,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>38</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/politecnico-di-torino"">Politecnico di Torino</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">81.5</div></div>",23,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">23</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.3</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.9</div></div>",39,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=38</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">42.9</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">33</span></div></div></div>",Spain,"<div class=""td-wrap""><div class=""td-wrap-in"">65.6</div></div>",39,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>38</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidad-politecnica-de-madrid"">Universidad Politécnica de Madrid</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">74.2</div></div>",39,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">39</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90.8</div></div>",14,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">14</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">92.1</div></div>",23,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">23</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">37.2</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">46</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">64.6</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-southampton"">University of Southampton</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">83.9</div></div>",17,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">17</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77</div></div>",39,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">39</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.9</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">33</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">36</div></div>",48,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">48</span></div></div></div>",India,"<div class=""td-wrap""><div class=""td-wrap-in"">64.3</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">41</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/indian-institute-technology-bombay-iitb"">Indian Institute of Technology Bombay (IITB)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">79.1</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">29</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61.9</div></div>",48,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=47</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.6</div></div>",48,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">48</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">49.3</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">26</span></div></div></div>",Malaysia,"<div class=""td-wrap""><div class=""td-wrap-in"">63.9</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">42</span></div></div></div>",Asia,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universiti-teknologi-petronas-utp"">Universiti Teknologi PETRONAS (UTP)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">61.7</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">46</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.3</div></div>",44,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=44</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.5</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">41</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">54.3</div></div>",19,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">19</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">63.8</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">43</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/missouri-university-science-technology"">Missouri University of Science and Technology</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">82.4</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">46</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.4</div></div>",47,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">47</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">44.2</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">31</span></div></div></div>",Japan,"<div class=""td-wrap""><div class=""td-wrap-in"">63.6</div></div>",44,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">44</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/waseda-university"">Waseda University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.5</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">43</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.9</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=26</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">92.3</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">38.3</div></div>",44,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=43</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in"">63.4</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">45</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/ruhr-universitat-bochum"">Ruhr-Universität Bochum</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=31</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.8</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=41</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">83.3</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">40.6</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>",India,"<div class=""td-wrap""><div class=""td-wrap-in"">63.2</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>46</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/indian-institute-technology-kharagpur-iit-kgp"">Indian Institute of Technology Kharagpur (IIT-KGP)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">98.2</div></div>",2,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">2</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">49.8</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">49</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.7</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">49</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">41.3</div></div>",38,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">38</span></div></div></div>",Russia,"<div class=""td-wrap""><div class=""td-wrap-in"">63.2</div></div>",47,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>46</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/national-university-science-technology-misis"">The National University of Science and Technology MISIS</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">76.2</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">36</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">79.5</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=33</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.8</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">34</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">38.2</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">45</span></div></div></div>",Turkey,"<div class=""td-wrap""><div class=""td-wrap-in"">63.1</div></div>",48,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">48</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/istanbul-technical-university"">Istanbul Technical University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">73.3</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.9</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=26</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">94.5</div></div>",13,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">13</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">35.9</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">49</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">63</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">49</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/cardiff-university"">Cardiff University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">74.3</div></div>",38,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">38</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85</div></div>",22,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=21</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">93.6</div></div>",18,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=16</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">34.2</div></div>",50,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">50</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in"">62.8</div></div>",50,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">50</span></div></div></div>",North America,6,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/western-university"">Western University</a></div></div>"
